StockCode,month,monthly_sales
22834,5,3
22646,5,221
22757,5,27
22686,5,79
20654,5,3
22468,5,46
22846,5,80
72131,5,1
21219,5,13
20761,5,12
23190,5,348
21719,5,24
21285,5,12
82613D,6,15
22548,6,220
22167,6,13
22900,6,79
23140,6,27
23008,6,43
23044,6,16
23243,6,742
21287,6,144
22075,6,1
85014a,6,2
22593,6,12
22509,6,4
21580,6,32
85026B,6,6
21156,7,93
22278,7,49
22591,7,6
23179,7,32
84358,7,2
23239,8,86
22212,8,148
22356,8,1045
85032C,8,64
23068,8,50
84251C,8,2
22814,8,114
22806,8,4
21439,8,41
21802,8,154
21630,8,3
20761,4,8
62097B,4,-1
21985,5,387
20975,5,392
47422,5,7
21787,5,216
22595,5,204
22716,5,257
79000,5,502
48185,6,551
20659,6,19
23073,6,15
84826,6,4
22963,6,87
22562,6,54
84859A,6,13
15056p,6,5
85019B,6,28
21682,6,18
23035,6,311
22883,6,2
22413,7,608
84748,7,42
85131B,7,46
23161,7,315
23104,7,27
21379,7,12
85183B,7,116
20997,7,17
79337,7,-6
22452,7,29
22886,7,2
84508B,7,4
79161A,7,15
21217,8,77
22297,8,494
22686,8,197
22567,8,203
21090,8,108
79191B,8,12
23299,8,60
90154,8,1
22975,8,86
23004,8,166
90030B,8,24
21059,8,45
21145,6,40
21275,7,3
21389,8,33
22141,4,1
20838,4,12
22712,5,897
21623,5,100
23182,5,435
21462,5,19
84548,5,-70
84750A,5,-10
21914,5,652
21609,5,153
22868,5,2
90014B,5,3
23103,5,463
22137,5,13
85048,5,2
22752,6,56
20840,6,226
22297,6,165
21069,6,714
84987,6,141
22215,6,19
90206C,6,2
22835,6,45
S,6,-7
21931,7,1081
21829,7,663
82484,7,482
22682,7,28
22435,7,159
22538,7,8
22640,7,2
22586,7,65
21894,7,15
23111,7,5
22065,7,19
22062,7,41
21248,7,16
85231B,7,22
90125B,7,1
47420,7,48
85096,7,3
35954,8,28
84406B,8,327
DOT,8,36
47567B,8,75
21329,8,23
22754,8,52
21824,8,24
22636,8,38
79000,8,1378
90185B,8,1
21251,6,9
23221,7,39
22749,8,166
21132,4,4
22062,4,82
84809A,4,6
84595E,4,1
47578A,4,12
21634,4,24
21898,4,120
21932,5,740
20719,5,1122
21977,5,4055
20716,5,67
22717,5,111
90025D,5,1
20762,5,5
37489B,5,6
85032B,5,84
23281,6,357
35004B,6,33
84380,6,453
22207,6,46
20975,6,4
20682,6,55
21198,6,58
85049G,6,44
20932,6,13
22452,6,20
21107,6,15
22065,6,2
23020,6,32
22780,7,86
23286,7,602
22208,7,200
22026,7,163
23136,7,10
21802,7,48
21402,7,179
20847,7,2
22033,7,60
37444A,7,2
90214W,7,1
22124,8,12
22182,8,1
40016,8,123
84596G,8,100
84279P,8,51
23089,8,274
22928,8,14
21352,8,8
21744,8,15
20914,7,874
84595E,8,0
21625,8,19
84415B,4,-5
21581,4,12
84192,4,10
15058B,4,19
17109D,4,68
47590B,5,475
21907,5,273
22698,5,598
22602,5,74
84686,5,6
22262,5,6
22653,5,52
21389,5,43
22824,5,8
23283,6,98
22722,6,244
22938,6,151
21991,6,69
85040a,6,5
23309,6,927
22820,6,135
20966,6,4
23233,7,350
21080,7,661
22900,7,494
22028,7,203
23099,7,13
21494,7,95
84686,7,75
85187,7,3
21426,7,16
84970l,7,2
21293,7,6
20758,7,9
22044,7,48
23206,8,1548
21328,8,25
22797,8,6
21313,8,245
22807,8,65
22046,8,200
90186B,8,1
21640,8,35
22651,8,76
90027C,4,2
21159,4,7
S,4,1
47590b,4,1
62018,4,42
84723,4,2
90175C,4,2
21731,5,1124
22549,5,331
22220,5,5
82600,5,435
21781,5,18
22534,5,272
46118,5,24
22251,5,2
22949,5,31
23202,5,1972
85024B,5,2
23184,6,62
22536,6,267
85114a,6,7
22825,6,13
21260,6,59
22279,6,211
21289,6,20
20760,6,8
23289,6,264
20653,6,14
85180A,6,25
22144,7,149
22558,7,611
22708,7,200
22244,7,58
35810B,7,-4
22280,7,79
84795B,7,28
21132,7,2
22678,7,24
22496,7,10
21248,8,50
84923,8,9
90198A,8,4
79190A,8,18
84341B,8,72
22660,8,17
22299,8,10
47590b,5,2
22147,7,223
21933,7,352
22878,7,8
22129,4,85
84462,4,1
22904,5,112
21175,5,600
85152,5,612
22748,5,191
21874,5,156
22605,5,82
21038,5,-5
22673,5,92
84760S,5,10
21015,5,12
84984A,5,4
35916B,5,-21
22492,6,1413
22666,6,564
21240,6,253
21155,6,373
22842,6,17
20733,6,40
84796B,6,50
22204,6,12
21747,6,98
62086A,6,17
21129,6,8
22249,6,12
79063C,6,5
84746,6,3
90214P,6,1
85036B,6,1
22720,7,493
82552,7,311
22928,7,15
22998,7,1693
23082,7,158
84971S,7,155
22167,7,19
22814,7,260
71143,7,42
22138,7,191
23220,7,1
20619,7,23
84598,7,36
22932,7,1
84466,7,0
90196B,7,1
21755,8,124
22077,8,845
23203,8,3904
21213,8,1422
23018,8,13
21559,8,291
23296,8,738
16045,8,1000
21289,8,48
85230E,5,96
22995,7,240
21881,4,26
22312,4,18
90175D,4,2
22990,5,78
21621,5,339
22418,5,636
90116,5,2
21264,5,2
22148,5,0
90039B,5,6
22866,5,3
23108,6,259
84946,6,1335
22236,6,28
22461,6,4
22908,6,508
21557,6,13
84625C,6,2
22513,6,6
22391,6,4
84968A,6,13
79144B,6,7
90214Z,6,1
84711B,6,1
22357,7,23
22449,7,49
21704,7,556
23078,7,794
21586,7,17
85184C,7,54
21774,7,17
22834,7,6
84592,7,10
21212,8,3014
21894,8,41
84836,8,535
21992,8,150
84849D,8,17
22863,8,13
22747,8,49
22737,8,72
10120,8,35
84580,8,25
85130C,8,96
21947,8,1
21137,8,366
21427,8,6
22107,8,11
20956,6,23
90186A,7,1
84723,7,30
22478,8,27
21364,4,1
47503A,4,14
22110,4,5
46776E,4,6
84804A,4,9
21716,5,277
84692,5,717
21873,5,35
21114,5,129
22169,5,44
15044D,5,67
22295,5,493
22885,5,2
20832,5,3
21003,5,14
20980,5,4
84559B,5,4
71215,5,10
20978,6,93
21499,6,750
22469,6,1385
21213,6,1233
21892,6,201
21454,6,34
22712,6,674
22255,6,5
22248,6,26
21420,6,3
84813,6,6
22208,6,220
16207B,6,9
85129B,6,3
23173,7,636
22089,7,143
22352,7,111
23146,7,43
22580,7,36
84857B,7,46
84660A,7,86
22158,7,23
22644,7,171
84659A,7,44
22881,7,4
84813,7,10
16156S,7,240
20936,7,2
22310,7,40
90096,7,5
22098,8,160
22557,8,413
22819,8,155
85087,8,23
22693,8,315
23157,8,279
21291,8,33
22634,8,97
21788,8,137
22472,8,7
21172,7,194
21781,7,-32
20718,8,422
BANK CHARGES,4,0
21445,4,2
22558,5,791
23199,5,2031
23132,5,104
22645,5,172
23057,5,58
84625C,5,47
22902,5,81
85183A,5,45
16258A,5,39
22935,5,88
20956,5,1
90124C,5,1
21790,6,786
22429,6,81
22558,6,635
22227,6,95
21232,6,653
21217,6,39
21202,6,10
22545,6,245
22210,6,78
71038,6,11
51014A,6,140
35598D,6,25
85131C,6,6
90019C,6,1
90019A,6,1
18097A,6,2
21644,6,15
84874B,6,2
84199,6,20
20971,7,231
21735,7,19
22713,7,183
22288,7,8
85032A,7,131
84569D,7,71
90114,7,17
23280,7,88
84625A,7,72
85078,7,174
22707,7,200
22051,7,-225
84706F,7,2
90027D,7,1
85034B,7,1
90214F,7,1
85099C,8,1058
23164,8,50
23006,8,77
85039C,8,7
22360,8,38
21114,8,115
21430,8,636
23354,8,209
72134,8,4
20615,8,47
22771,7,414
22269,8,44
20701,4,-6
22187,4,4
17091A,4,110
22163,4,2
21332,4,1
79406,4,24
21733,5,743
22193,5,84
84978,5,1641
22565,5,77
20701,5,10
82616C,5,1
21192,5,16
23204,6,1315
22748,6,106
22839,6,29
22723,6,65
22251,6,46
47021G,6,560
84991,6,784
22107,6,6
20717,6,254
22139,6,369
84086C,6,7
90209C,6,46
21264,6,24
21467,7,51
22605,7,117
22112,7,196
21209,7,115
21844,7,263
22952,7,1226
22349,7,29
47586A,7,1
35599D,7,9
21930,8,506
21294,8,16
23237,8,161
23174,8,140
23342,8,44
85230A,8,168
85114A,8,78
90209A,8,38
47574A,8,19
37501,8,0
21533,5,129
47591d,5,10
22770,4,5
20774,4,-8
72351A,4,131
22407,4,15
20933,5,-3
16207B,5,6
20618,5,9
21988,5,178
21379,5,27
22799,5,36
21944,5,39
22209,5,35
90039A,5,6
22545,5,27
22919,6,193
15034,6,1621
23168,6,463
85131D,6,54
23164,6,46
21430,6,266
22650,6,50
35972,6,6
22086,6,344
84877B,6,3
22827,6,0
16161G,6,25
20969,7,109
21408,7,16
15056n,7,22
21471,7,65
22032,7,65
47585A,7,29
90209B,7,19
22069,7,10
22694,7,33
21743,7,12
21446,7,16
23157,7,269
62018,7,15
90018A,7,2
84875D,7,1
22683,8,88
21200,8,7
21935,8,163
84828,8,20
22383,8,1734
85199S,8,55
16258A,8,2
85174,8,6
22446,4,20
47481,4,2
84927A,4,5
21644,4,1
22761,4,2
22752,5,143
21931,5,1201
21658,5,87
22320,5,22
84380,5,391
22840,5,31
21191,5,20
22563,5,83
21390,5,238
22930,5,23
90206C,5,1
22932,5,114
21058,5,31
22261,5,1
22241,6,5
17003,6,2989
85062,6,114
84558A,6,32
20725,6,1625
21508,6,259
22055,6,90
22134,6,17
84805A,6,-96
90115,6,1
21382,6,225
21159,6,24
84931A,6,9
85135C,6,4
85160B,6,6
90003D,6,1
90094,6,1
22356,7,620
22584,7,329
22983,7,289
22616,7,1477
21420,7,4
84673B,7,22
20766,7,8
20697,7,4
90214N,7,1
84931A,7,15
84970s,7,4
DCGS0071,7,-2
21159,8,232
21156,8,141
22900,8,242
47585A,8,15
22583,8,38
22556,8,413
22884,8,4
84507B,8,6
23280,8,457
21425,8,4
20677,7,333
20770,8,13
40018F,4,-22
23208,5,998
22730,5,141
21670,5,292
21314,5,255
22382,5,711
21506,5,377
35965,5,42
90125A,5,49
22047,5,75
22838,5,88
21763,5,0
22703,5,6
16156L,5,50
22888,5,1
90144,5,6
20705,5,2
22733,5,3
22329,6,71
84536B,6,233
22892,6,134
35095B,6,24
21033,6,238
21201,6,99
20703,6,-3
21067,6,17
23128,6,14
72807C,6,18
82613b,6,1
21722,6,21
23197,6,91
23214,7,71
23013,7,121
22086,7,377
22593,7,64
21715,7,124
22232,7,110
22563,7,274
10080,7,194
90070,7,2
85035B,7,7
22038,7,75
84732D,7,2
84744,7,3
21002,7,2
23240,8,720
21623,8,14
22951,8,701
85135C,8,2
21417,8,15
90134,8,1
85111,8,78
20754,8,127
85024B,8,156
23075,4,24
90086,4,1
84016,4,2
85049A,5,4
20725,5,2353
20974,5,536
84031B,5,3
84509B,5,7
35598B,5,26
84795B,5,48
85039A,5,149
22059,5,117
84592,5,2
23169,5,141
20867,5,5
84725,5,3
21194,5,2
23300,6,779
37450,6,28
72586,6,15
85159B,6,72
22026,6,112
85017B,6,133
37447,6,28
22155,6,17
21750,6,31
22154,6,109
23114,6,-1440
22580,6,7
21867,7,53
21380,7,142
21872,7,15
20828,7,56
84029G,7,24
82095,7,28
21711,7,12
22626,7,16
20773,7,6
90183A,7,1
22816,7,61
21359,8,2
20727,8,1516
20717,8,186
23061,8,133
23187,8,653
20694,8,-110
22774,8,54
79403,8,12
22644,8,47
D,8,-14
84923,6,4
23292,7,276
90177C,4,1
79164,4,630
90005A,4,2
79302M,4,20
84826,4,1
84827,4,1
23056,5,45
23050,5,96
21455,5,31
21157,5,2
16168M,5,27
22118,5,2
22847,6,102
10133,6,526
84913A,6,30
22637,6,107
84563B,6,11
84944,6,420
84356,6,10
22572,6,4
84820,6,10
23130,6,26
23339,6,6
22594,6,15
79161A,6,-13
22754,7,74
85014b,7,2
21791,7,209
22189,7,568
23122,7,1067
21693,7,6
23096,7,33
90170,7,9
21633,7,14
22601,7,60
22682,8,85
21621,8,237
48129,8,40
21747,8,70
21246,8,-29
22263,8,24
84796a,8,7
20774,7,7
21976,8,680
84984D,8,3
84707A,4,3
22952,4,2
90003D,4,2
22042,4,13
85132a,4,1
84360,4,3
90021,4,1
22472,5,8
84519B,5,65
20751,5,68
22743,5,52
22831,5,99
84012,5,12
44235,5,7
21401,5,58
21289,5,34
90119,5,4
23301,5,637
21775,6,37
84549,6,24
21156,6,137
22261,6,1
22199,6,9
35965,6,90
23047,6,6
21720,6,17
22929,6,2
21942,7,32
84507B,7,3
23244,7,174
84926F,7,121
22100,7,41
22871,7,5
22236,7,3
84763,7,-5
21877,8,-598
21175,8,445
22981,8,24
22315,8,121
23194,8,238
15039,8,132
20966,8,5
22812,8,112
84968E,8,25
22066,8,63
21845,8,190
82613A,4,4
90010B,4,2
47518F,4,292
22728,5,181
22181,5,50
84539,5,6
84796B,5,81
22530,5,136
22104,5,132
21948,5,29
16011,5,64
84660A,5,4
85034A,5,8
90190B,5,1
22383,6,1155
84508B,6,6
22784,6,181
22334,6,55
21562,6,107
22270,6,1
84971S,6,192
35809A,6,15
82483,6,270
72130,6,1
22410,6,12
23202,7,1353
20977,7,112
22606,7,45
47593B,7,206
22210,7,137
21288,7,12
85107,7,2
20666,7,16
20653,7,5
23211,7,123
22621,8,534
22766,8,131
22197,8,5416
22840,8,45
22074,8,42
23230,8,300
22231,8,126
DCGSSGIRL,8,6
23148,8,397
21222,4,24
84625C,4,24
22692,5,130
21986,5,163
21385,5,518
90125D,5,49
22900,5,311
23008,5,48
23060,5,60
20931,5,14
85172,5,32
21310,5,1
90124B,5,2
22811,5,6
22179,6,42
22501,6,192
21455,6,31
22422,6,36
46000U,6,29
21619,6,8
22644,6,74
90214H,6,3
22689,6,1
23060,6,21
22910,6,7
90205A,6,2
22726,7,396
84509a,7,2
22755,7,86
21642,7,744
23231,7,825
22583,7,85
21619,7,5
16225,7,11
84884A,7,4
90141D,7,3
22154,7,6
84843,7,2
21876,8,75
15036,8,1427
22584,8,34
23142,8,9
22188,8,79
10135,8,152
21279,8,13
22187,8,12
84795b,8,1
22087,5,535
23130,5,85
84927F,5,10
22066,5,286
21240,5,333
22088,5,539
85170D,5,83
22073,5,-52
22801,5,52
21327,5,40
22928,5,78
20868,5,1
85159A,5,12
22774,5,29
22743,6,57
21967,6,163
85034B,6,5
21327,6,82
22686,6,47
90067A,6,4
21905,7,146
DOT,7,80
23172,7,325
21700,7,58
72802C,7,62
84970S,7,498
22596,7,184
84912A,7,45
21528,7,34
22515,7,13
21581,7,63
23027,7,12
21162,8,308
22296,8,207
22913,8,22
22667,8,176
84988,8,301
16237,8,266
85015,8,171
20980,8,3
22433,8,60
75011,8,73
22540,8,268
85020,8,12
82613B,4,4
21206,4,51
85231g,4,2
21179,5,101
POST,5,1027
20723,5,798
22196,5,132
85114A,5,31
21042,5,15
22829,5,25
21628,5,3
47593B,5,181
22905,5,14
84818,5,97
21509,5,314
22141,5,1
72801c,5,2
84849A,5,13
72800B,5,3
20757,5,24
16053,5,-102
90199C,5,1
90053,5,1
22956,6,96
47599A,6,270
85087,6,47
22196,6,105
22364,6,50
44265,6,-5
22115,7,311
23283,7,114
48129,7,28
21716,7,134
23247,7,267
85088,7,9
90059D,7,1
21200,7,18
22451,7,-3
90129A,7,2
90030C,7,6
16254,7,1
23199,8,3205
22044,8,-180
22676,8,158
21039,8,43
21534,8,33
21507,8,162
21972,8,19
84637,8,12
22322,8,17
72800E,8,15
72349b,8,7
21368,8,4
21945,4,2
20847,4,6
79071B,4,2
90001C,4,2
21927,4,29
20771,4,6
23007,5,50
84931A,5,7
21207,5,30
21899,5,855
22971,5,414
35810B,5,24
51014A,5,120
90058B,5,72
22334,5,42
90192,5,5
84875B,5,24
21988,6,417
22128,6,120
22439,6,270
21773,6,39
84596f,6,3
85066,6,75
23166,6,157
23068,6,57
20713,6,889
18098C,6,1
22150,7,140
20661,7,16
22516,7,4
22064,7,94
22162,7,8
22845,7,59
35833P,7,1
90103,7,14
84711A,7,3
22047,8,375
22851,8,171
16236,8,63
22084,8,12
90214M,8,3
22477,8,29
72134,5,2
21936,7,423
22914,8,29
22682,4,67
82011C,4,5
22454,4,3
20700,4,1
23150,4,5
20750,5,150
22183,5,58
47574A,5,33
20658,5,19
22855,5,415
DCGS0003,5,1
16207A,5,20
90085,5,14
72802A,5,5
23102,5,294
21677,5,12
20704,5,2
84879,6,1540
23444,6,9
85131A,6,86
20802,6,24
35648,6,111
22994,6,160
21469,6,51
22983,6,312
22996,6,191
22059,6,83
21163,6,13
21726,6,25
85125,6,4
23317,6,4
22488,7,239
23067,7,25
21615,7,6
85202,7,27
23249,7,175
72816,7,1
84859C,7,23
84882,7,1
23226,8,288
85049H,8,48
23267,8,88
22883,8,4
21163,8,291
23083,8,44
84032B,8,13
22514,8,4
22621,6,207
22968,7,13
22116,4,9
21917,4,188
20963,4,83
85103,4,2
75178,4,1
85114c,4,10
21055,4,3
21916,5,603
22722,5,394
21700,5,186
84997c,5,40
21714,5,334
22807,5,33
22093,5,41
44234,5,7
22714,5,273
72128,5,18
21591,5,36
23281,5,195
23101,5,192
35001G,5,26
22268,5,9
90214P,5,1
22355,6,1195
22430,6,122
21899,6,152
21981,6,40
22927,6,43
22135,6,14
23050,6,108
22709,6,275
21507,6,316
22720,6,799
79066k,6,2
22366,7,40
23144,7,473
16237,7,370
21967,7,268
22555,7,203
21213,7,1159
22984,7,150
16235,7,574
21292,7,64
84688,7,-12
23073,7,4
21262,7,6
20726,8,1149
22912,8,15
85039B,8,23
22726,8,621
16259,8,324
22207,8,64
23039,8,-4
23165,8,438
84970s,8,27
22053,4,28
22057,4,5
35971,4,2
90118,4,1
71496A,4,52
22092,4,12
71403,4,12
23006,5,173
22079,5,75
22987,5,25
46138B,5,4
47566B,5,-851
21470,5,54
85184C,5,17
23209,5,2407
84968C,5,9
85130B,5,18
21208,5,12
84819,5,6
22690,6,553
21658,6,100
22303,6,158
21901,6,152
22531,6,161
21915,6,920
22063,6,18
22283,6,9
85231G,6,69
22111,6,39
90018C,6,2
23244,6,290
84828,7,123
21866,7,55
21703,7,1356
21394,7,569
23052,7,93
22978,7,146
22421,7,257
84406B,7,79
22877,7,3
23196,8,290
23288,8,936
23153,8,35
23256,8,239
21561,8,251
23121,8,97
22922,6,30
20654,7,9
21793,8,47
22771,8,596
22909,4,13
22450,4,3
84712B,4,3
85132C,5,252
21243,5,229
85159B,5,46
21668,5,448
85099C,5,1215
22427,5,234
22768,5,49
22283,5,17
21520,5,26
84251B,5,16
22977,5,59
85169D,5,14
23282,5,220
22554,6,746
22382,6,915
22855,6,135
22639,6,35
21710,6,12
22423,7,1134
37413,7,9
22399,7,52
20733,7,60
22912,7,15
85049G,7,101
90059F,7,3
84725,7,4
22680,7,21
90214S,7,6
20954,7,-2
22745,8,194
82581,8,450
22189,8,215
22078,8,233
84031A,8,6
22156,8,281
85061W,8,148
85049F,8,36
47594B,8,1
22623,8,118
21807,8,36
21711,8,14
20931,4,18
85049A,4,2
22924,4,24
22753,5,96
21507,5,211
84950,5,237
37413,5,203
21293,5,9
23200,5,1422
22402,5,68
90032,5,2
84755,6,2346
22488,6,184
22714,6,376
90214C,6,4
21742,6,8
23158,6,182
21926,6,28
72800E,6,38
22032,6,28
22803,6,2
22982,6,70
21360,6,0
21636,6,193
21386,6,118
22313,6,16
90187B,6,4
23023,6,12
10080,6,60
22624,7,144
72807B,7,15
22980,7,173
20752,7,28
22951,7,331
22116,7,96
21201,7,45
21070,7,4
84832,7,112
22337,7,15
35972,7,8
90191,7,1
84507C,7,3
22589,7,1
23232,8,700
51014A,8,435
21207,8,88
84926E,8,396
21395,8,469
21993,8,144
22100,8,219
90214K,8,1
23329,8,320
84993A,8,28
22677,4,85
22935,4,85
84745B,4,10
90214S,4,1
22149,5,397
22147,5,305
22699,5,814
37333,5,1
46126A,5,-1
90186A,5,1
22399,5,198
22931,5,23
22204,5,1
21446,5,15
S,5,-10
21473,5,6
23205,6,961
16008,6,49
37340,6,347
21786,6,178
21479,6,18
21758,6,7
21802,6,27
85035B,6,5
22734,6,10
23198,6,190
21739,6,1
22737,7,16
21672,7,152
47580,7,19
22909,7,508
22129,7,18
84660c,7,3
90014A,7,1
77081,7,-39
84549,7,1
21716,8,116
21158,8,267
22982,8,64
84874B,8,10
84692,8,455
21447,8,108
85071D,8,40
22703,8,11
23283,8,1
23236,7,425
22609,8,360
22660,4,25
22038,4,50
22299,4,24
20932,4,13
21967,5,140
21745,5,96
22425,5,57
22200,5,12
22321,5,30
22039,5,25
90198B,5,3
23075,6,97
23152,6,59
22682,6,50
21509,6,404
22670,6,107
22981,6,27
22586,6,63
82616C,6,24
22163,6,-86
23185,6,12
23290,7,275
37475,7,8
21871,7,174
47471,7,7
21851,7,22
84247G,7,36
35810A,8,26
84926A,8,192
21918,8,211
22363,8,10
22093,8,195
22467,8,379
84509A,8,33
15056n,8,21
21411,7,38
20903,7,25
90214V,8,1
21391,4,14
22684,4,65
84796a,4,1
21377,4,8
90160B,4,3
22708,5,175
22464,5,290
22870,5,11
22740,5,633
72816,5,2
21069,5,23
72799C,5,1
22633,5,6
22832,6,4
22979,6,349
21058,6,43
84920,6,21
20831,6,6
84798A,6,9
22182,6,29
22243,6,77
21539,6,88
21972,6,36
21688,6,80
21331,6,4
22209,6,169
17021,6,96
23265,6,37
22987,6,25
90118,6,1
84707A,6,1
23207,7,853
23109,7,335
85086A,7,63
23035,7,428
22407,7,4
21807,7,36
23267,7,37
23002,8,157
84951A,8,40
22430,8,34
22449,8,44
72760B,8,31
21643,8,83
37340,8,378
20677,8,394
22447,4,12
21280,4,9
84974,4,4
22999,5,277
85049C,5,90
15036,5,4684
23052,5,142
84789,5,24
79160,5,1
21231,5,558
22208,5,36
20772,5,10
20748,5,1
22352,6,266
84997A,6,125
20751,6,146
22091,6,6
16207A,6,14
22260,6,1
22974,6,38
16216,6,1726
16219,6,295
22164,6,-78
22736,6,10
90183A,6,1
22699,7,1140
18098C,7,12
21916,7,331
21469,7,75
21580,7,42
72349B,7,19
15058C,7,33
22946,7,10
22406,7,4
90016A,7,1
70006,7,2
71403,7,8
20704,7,6
85179C,7,2
82582,8,419
23124,8,72
22799,8,11
23186,8,120
90014B,8,2
23156,8,187
72807A,8,13
20840,8,15
22935,8,12
47503H,8,3
15056p,8,5
35649,6,7
90200E,7,4
23054,8,26
22314,4,20
84029G,4,11
22068,4,38
90013B,4,1
78027,4,-3
22457,5,691
22390,5,13
21313,5,241
22822,5,71
23162,5,336
21143,5,15
22672,5,128
21531,5,94
16016,5,122
20682,5,35
20856,5,34
79190B,5,8
84508A,5,147
37471,5,12
84806B,5,48
22694,6,9
18094C,6,9
21418,6,4
21108,6,30
22296,6,241
20654,6,20
23077,6,525
22530,6,133
22628,6,81
17107D,6,15
20903,6,19
21059,6,74
79191B,6,12
22180,6,23
85175,6,416
20661,6,6
21616,6,9
90083,6,3
21494,6,36
16254,6,13
22969,7,365
22663,7,388
22212,7,61
22923,7,228
22498,7,55
79030D,7,83
84993A,7,4
22215,7,11
84804B,7,12
23337,7,17
72800B,7,3
23225,7,78
23545,7,255
15056bl,7,2
22845,8,66
22956,8,177
22476,8,6
85040a,8,3
84859B,7,4
84984D,7,2
20654,4,14
84226,4,7
90201B,4,9
85040a,4,1
21580,4,12
37489D,4,4
84509C,5,3
22875,5,5
23140,5,31
22713,5,572
22986,5,325
72807B,5,55
85178,5,20
79190D,5,7
84032A,5,17
21758,5,1
22299,5,24
22533,5,4
90205C,5,1
22267,5,14
22138,6,333
22699,6,1447
21243,6,194
22090,6,1014
37448,6,50
21189,6,16
21088,6,39
84801A,6,-48
20696,6,1
51014C,6,163
84792,6,31
79071B,6,-2
23188,6,208
84818,6,3
84926E,6,1
22289,6,3
22568,7,195
21430,7,123
22906,7,94
47590B,7,172
22251,7,114
90058A,7,36
21874,7,97
22689,7,18
85049H,7,44
16161G,7,150
17096,7,285
23311,7,63
21114,7,26
90160B,7,6
22390,7,6
21789,8,117
20665,8,-13
85071A,8,152
22314,8,20
21901,8,92
22566,8,38
85019A,8,25
22778,8,67
21061,8,29
22059,8,47
22264,8,1
21933,6,537
22893,4,426
85039B,4,129
90024D,4,1
85163B,4,24
23068,5,192
21242,5,250
21213,5,781
22654,5,21
47343A,5,14
90125C,5,49
22354,5,95
20821,5,-6
23111,5,78
20727,6,1112
22613,6,116
21623,6,223
23147,6,267
46000S,6,332
85174,6,35
22132,6,39
16162L,6,5
79160,6,8
23227,7,211
22629,7,500
21544,7,174
22533,7,195
22096,7,99
21058,7,103
22255,7,5
21617,7,21
21219,7,30
90141E,7,3
47351B,7,2
21682,7,8
90024C,7,1
21765,7,-2
90123C,7,1
22605,8,78
22847,8,71
85132C,8,255
22453,8,40
21042,8,12
22134,8,27
21944,8,27
84856L,4,-27
22517,4,22
47420,4,24
21027,4,20
84356,5,52
21155,5,362
22640,5,20
90201D,5,7
22523,5,144
23230,5,900
22082,5,240
21033,5,324
21622,5,8
21644,5,17
90186B,5,1
21424,5,0
22264,5,3
23168,5,478
21682,5,4
21154,6,306
21380,6,159
84836,6,329
71053,6,171
75049L,6,407
22729,6,164
20828,6,57
21679,6,131
22450,6,4
22600,6,3
22598,6,1
22442,6,5
20663,6,1
21930,7,449
22171,7,530
21386,7,76
21561,7,36
15036,7,2860
22329,7,161
21992,7,255
22671,7,299
23310,7,2051
21246,7,27
21949,7,44
21260,7,147
23000,7,275
22760,7,31
22832,7,5
22133,7,22
22789,7,65
23185,7,60
22734,7,9
22110,7,9
84905,7,-2
85032D,8,257
22318,8,25
22427,8,239
AMAZONFEE,8,-4
35916A,8,14
85231B,8,30
84912B,8,25
22915,8,327
90214L,8,4
84984A,8,2
84576,5,12
71496A,5,1
22993,8,1130
22834,4,14
35922,4,2
22315,4,115
22039,4,25
78033,4,12
85169D,4,4
90158,4,4
90199C,4,2
22662,5,717
22343,5,48
21926,5,32
21216,5,103
47518F,5,34
20707,5,48
84969,5,61
21280,5,12
22608,5,288
21402,5,151
22677,5,50
90023,5,3
90214D,5,2
21032,5,22
21080,6,1301
22110,6,9
22456,6,87
22841,6,31
22894,6,39
72807B,6,13
84968e,6,1
21232,7,529
22636,7,20
22316,7,14
21680,7,26
47563A,7,44
21003,7,6
84842,7,4
22840,7,78
22561,7,247
90089,7,1
20770,7,33
82613D,7,19
21369,7,12
22265,7,13
84508A,7,389
90175B,7,1
16169E,7,100
21035,8,107
22965,8,47
47566,8,1687
20661,8,7
71053,8,138
22619,8,246
23234,8,301
21089,8,23
84920,8,-5
21446,8,12
21389,6,44
22925,8,12
22916,8,72
21643,4,24
22601,4,1
71038,5,21
22789,5,68
84600,5,0
22664,5,58
22536,5,143
22597,5,29
22852,5,30
22903,5,12
21415,5,2
85114C,5,19
22386,6,2112
23110,6,95
22954,6,20
82486,6,145
22228,6,63
84884a,6,2
22325,6,7
22317,6,8
85049g,6,10
90201C,6,15
23299,7,235
23154,7,237
84580,7,20
22938,7,195
21654,7,191
22479,7,35
22797,7,33
21556,7,20
85039A,7,28
22738,7,42
23177,7,65
16014,7,60
DCGS0073,7,-4
22810,7,6
22186,7,2
84568,8,467
22485,8,32
48111,8,52
21889,8,328
21201,8,68
84969,8,10
21463,8,26
21408,8,19
90119,8,2
90130B,8,2
21030,6,20
79337,4,6
20703,4,0
90214M,4,1
90101,5,1
21680,5,56
22634,5,30
47580,5,22
22624,5,92
79051A,5,6
21620,5,6
22742,6,31
21034,6,128
22808,6,6
22791,6,650
90114,6,23
22768,6,37
23211,6,341
47578A,6,22
21903,6,182
20704,6,1
85170D,6,9
22554,7,598
23205,7,537
21828,7,21
22432,7,125
23061,7,121
23133,7,59
71270,7,10
23106,7,28
22676,7,45
20932,7,3
22153,7,4
21786,7,78
10120,7,5
22681,7,27
